! Author: Greg Thompson  NCAR/RAP
!         please mail corrections to gthompsn (at) ucar (dot) edu
! Date: 20 Feb 2015
! This file is continuously maintained at:
! http://www.rap.ucar.edu/weather/surface/stations.txt
!
! This file is organized by state alphabetically, then by Canadian
! province and then all other stations.  The file was compiled from lists
! of the following:
!      METAR sites
!      NEXRADs
!      rawinsonde sites
!      wind profilers
!      WFOs, RFCs, NCEP-Centers
!      AIRMET/SIGMET station list (VORs?)
!      ARTCCs (Air Route Traffic Control Centers - FAA)
!      old SAO sites for archive data access  (flagged in a special manner)
!
!   Country abbreviations from ISO 3166
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html
!
!   CD = 2 letter state (province) abbreviation
!   STATION = 16 character station long name
!   ICAO = 4-character international id
!   IATA = 3-character (FAA) id
!   SYNOP = 5-digit international synoptic number
!   LAT = Latitude (degrees minutes)
!   LON = Longitude (degree minutes)
!   ELEV = Station elevation (meters)
!   M = METAR reporting station.   Also Z=obsolete? site
!   N = NEXRAD (WSR-88D) Radar site
!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site
!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)
!   C = Office type F=WFO/R=RFC/C=NCEP Center
!   Digit that follows is a priority for plotting (0=highest)
!   Country code (2-char) is last column
!
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
!
!
! ALASKA             16-DEC-13                                                  
CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  ,M
  ,SIEGERLAND      ,EDGS ,      ,      ,50 42N ,008 05E, 602  ,X
  ,ITZEHOE         ,EDHF ,      ,10142 ,54 00N ,009 34E,  26  ,X
  ,HAMBURG/FINKENWE,EDHI ,      ,10149 ,53 32N ,009 50E,  13  ,X
  ,KIEL/HOLTENAU CI,EDHK ,      ,      ,54 23N ,010 09E,  31  ,X
  ,LUEBECK/BLANKENS,EDHL ,      ,10156 ,53 48N ,010 43E,  16  ,X
  ,GIESSEN (USA-HP ,EDIA ,      ,10533 ,50 36N ,008 43E, 152  ,Z
  ,ILLESHEIM (USAF),EDIK ,      ,10752 ,49 28N ,010 23E, 325  ,Z
  ,FEUCHT (USA-AF) ,EDIG ,      ,10764 ,49 23N ,011 11E, 386  ,Z
  ,HOHENFELS (USAF),EDIH ,      ,10775 ,49 13N ,011 49E, 442  ,Z
  ,MEMMINGEN ALLGAU,EDJA ,      ,      ,47 59N ,010 14E, 633  ,X
  ,MONCHENGLADBACH ,EDLN ,      ,      ,51 14N ,006 30E,  38  ,X
  ,PADERBORN/LIPPST,EDLP ,      ,10426 ,51 37N ,008 37E, 213  ,X
  ,NIEDERRHEIN     ,EDLV ,      ,      ,51 36N ,006 09E,  32  ,X
  ,DORTMUND/WICKEDE,EDLW ,      ,10416 ,51 31N ,007 37E, 127  ,X
  ,AUGSBURG/MULHAUS,EDMA ,      ,10852 ,48 25N ,010 55E, 463  ,X
  ,OBERPFAFFENHOFEN,EDMO ,      ,      ,48 04N ,011 16E, 600  ,X
  ,FRIEDRICHSHAFEN ,EDNY ,      ,10935 ,47 40N ,009 31E, 424  ,X
  ,SCHWERIN-PARCHIM,EDOP ,      ,      ,53 26N ,011 47E,  51  ,X
  ,NEUHAUSEN OB EC ,EDPH ,      ,10921 ,47 58N ,008 54E, 794  ,Z
  ,BAYREUTH        ,EDQD ,      ,10677 ,49 58N ,011 37E, 498  ,X
  ,HOF             ,EDQM ,      ,10685 ,50 18N ,011 51E, 568  ,X
  ,ZWEIBRUCKEN     ,EDRZ ,      ,      ,49 13N ,007 24E, 344  ,X
  ,KARLSRUHE/BADEN ,EDSB , FKB  ,      ,48 47N ,008 05E, 124  ,X
  ,DONAUESCHINGEN  ,EDTD ,      ,      ,47 58N ,008 31E, 680  ,X
  ,LAHR (CAN-AFB)  ,EDTL ,      ,      ,48 22N ,007 50E, 156  ,X
  ,SCHWAEBISCH HALL,EDTY ,      ,      ,49 07N ,009 47E, 400  ,X
  ,KONSTANZ        ,EDTZ ,      ,10929 ,47 41N ,009 11E, 447  ,Z
  ,BRAUNSCHWEIG    ,EDVE ,      ,10348 ,52 19N ,010 33E,  88  ,X
  ,KASSEL/CALDEN   ,EDVK ,      ,10436 ,51 23N ,009 22E, 285  ,X
  ,LEMWERDER       ,EDWD ,      ,      ,53 08N ,008 37E,  30  ,Z
  ,EMDEN-KOENIGSPO ,EDWE ,      ,10200 ,53 23N ,007 14E,   5  ,X
  ,WESTERLAND/SYLT ,EDXW ,      ,10018 ,54 55N ,008 20E,  20  ,X
  ,ESSEN/MULHEIM   ,EDZE ,      ,10410 ,51 24N ,006 58E, 161  ,Z
  ,SPANGDAHLEM (USA,ETAD ,      ,10607 ,49 59N ,006 42E, 365  ,X
  ,RAMSTEIN (USAFB),ETAR ,      ,10614 ,49 25N ,007 35E, 238  ,X
  ,PIRNA-PRATZSCHWI,EDAR ,      ,      ,50 59N ,013 55E, 400  ,Z
  ,SEMBACH (USAFB) ,ETAS ,      ,10712 ,49 30N ,007 52E, 321  ,Z
  ,SEMBACH (USAFB) ,EDAS ,      ,      ,49 30N ,007 52E, 321  ,Z
  ,AACHEN/MERZBRUCK,ETBA ,      ,10503 ,50 49N ,006 10E, 191  ,Z
  ,BUTZWEILERHOF (B,ETBB ,      ,10509 ,50 58N ,006 54E,  49  ,Z
  ,KATTERBACH (USA-,ETEB ,      ,10755 ,49 19N ,010 37E, 467  ,X
  ,BAD KREUZNACH AA,ETEH ,      ,10627 ,49 51N ,007 52E, 103  ,Z
  ,GIEBELSTADT(USA-,ETEU ,      ,10653 ,49 38N ,009 58E, 298  ,Z
  ,BERGEN (MIL)    ,ETGB ,      ,10238 ,52 49N ,009 55E,  69  ,Z
  ,MEIERWIK        ,ETGG ,      ,10033 ,54 50N ,009 30E,  33  ,X
  ,IDAR-OBERSTEIN(M,ETGI ,      ,10618 ,49 42N ,007 19E, 377  ,Z
  ,KUEMMERSBRUCK   ,ETGK ,      ,10771 ,49 26N ,011 54E, 418  ,Z
  ,MEPPEN (MIL)    ,ETGM ,      ,10304 ,52 43N ,007 19E,  26  ,Z
  ,ROTENBURG       ,ETGQ ,      ,      ,53 08N ,009 21E,  61  ,X
  ,WITTSTOCK       ,ETGW ,      ,10272 ,53 12N ,012 31E,  74  ,Z
  ,KALKAR (MIL COMM,ETGY ,      ,10404 ,51 45N ,006 16E,  43  ,X
  ,MESSSTETTEN     ,ETGZ ,      ,10827 ,48 11N ,009 00E, 920  ,X
  ,ALTENSTADT/SCHON,ETHA ,      ,10954 ,47 49N ,010 52E, 760  ,X
  ,BUCKEBURG(GER-AR,ETHB ,      ,10335 ,52 16N ,009 04E,  78  ,X
  ,CELLE (GER-ARMY),ETHC ,      ,10343 ,52 36N ,010 01E,  52  ,X
  ,RHEINE/BENTLAGE ,ETHE ,      ,10306 ,52 17N ,007 22E,  49  ,X
  ,FRITZLAR (GER-AR,ETHF ,      ,10439 ,51 07N ,009 16E, 181  ,X
  ,ITZEHOE (GER-ARM,ETHI ,      ,      ,54 00N ,009 34E,  26  ,Z
  ,LAUPHEIM (GER-AR,ETHL ,      ,10837 ,48 13N ,009 55E, 549  ,X
  ,MENDIG (GER-ARMY,ETHM ,      ,10514 ,50 22N ,007 19E, 191  ,X
  ,NIEDERSTETTEN (G,ETHN ,      ,10743 ,49 23N ,009 58E, 473  ,X
  ,ROTH (GER-ARMY) ,ETHR ,      ,10765 ,49 13N ,011 05E, 395  ,X
  ,FASSBERG (GER-AF,ETHS ,      ,10246 ,52 55N ,010 11E,  88  ,X
  ,COTTBUS (FLUGPLA,ETHT ,      ,10492 ,51 46N ,014 18E,  67  ,Z
  ,GRAFENWOEHR     ,ETIC ,      ,10687 ,49 42N ,011 56E, 415  ,X
  ,HANAU (USA-AF)  ,ETID ,      ,10642 ,50 10N ,008 58E, 112  ,Z
  ,HEIDELBERG (USA-,ETIE ,      ,10734 ,49 23N ,008 39E, 109  ,X
  ,HOHENFELS (USA-A,ETIH ,      ,      ,49 13N ,011 49E, 442  ,X
  ,ILLESHEIM (USA-A,ETIK ,      ,      ,49 28N ,010 22E, 325  ,X
  ,KITZINGEN (USA-A,ETIN ,      ,10659 ,49 45N ,010 11E, 210  ,Z
  ,EGGEBEK (GER-NAV,ETME ,      ,10034 ,54 37N ,009 20E,  22  ,X
  ,KIEL/HOLTENAU(GN,ETMK ,      ,10046 ,54 23N ,010 09E,  31  ,Z
  ,NORDHOLZ (GER-NA,ETMN ,      ,10136 ,53 46N ,008 40E,  31  ,X
  ,AHLHORN (GER-AFB,ETNA ,      ,10218 ,52 53N ,008 14E,  45  ,Z
  ,DIEPHOLZ (GER-AF,ETND ,      ,10321 ,52 35N ,008 21E,  43  ,X
  ,GEILENKIRCHEN(NA,ETNG ,      ,10500 ,50 58N ,006 02E,  98  ,X
  ,HOHN (GER-AFB)  ,ETNH ,      ,10038 ,54 19N ,009 33E,  17  ,X
  ,JEVER (GER-AFB) ,ETNJ ,      ,10122 ,53 31N ,007 52E,  21  ,X
  ,LAAGE           ,ETNL ,      ,10172 ,53 55N ,012 16E,  40  ,X
  ,NOERVENICH (GAF),ETNN ,      ,10502 ,50 49N ,006 40E, 135  ,X
  ,HOPSTEN (GER-AFB,ETNP ,      ,10314 ,52 19N ,007 32E,  43  ,X
  ,SCHLESWIG(GER-NA,ETNS ,      ,10037 ,54 28N ,009 31E,  25  ,X
  ,WITTMUNDHAVEN(GA,ETNT ,      ,10126 ,53 32N ,007 40E,  12  ,X
  ,TROLLENHAGEN    ,ETNU ,      ,10281 ,53 36N ,013 19E,  71  ,X
  ,WUNSTORF (GER-AF,ETNW ,      ,10334 ,52 27N ,009 25E,  70  ,X
  ,COLEMAN (USA-AF),ETOR ,      ,10728 ,49 34N ,008 28E,  94  ,X
  ,WIESBADEN (USA-A,ETOU ,      ,10633 ,50 02N ,008 19E, 141  ,X
  ,LANDSBERG (GER-A,ETSA ,      ,10857 ,48 04N ,010 54E, 628  ,X
  ,BUECHEL         ,ETSB ,      ,10613 ,50 10N ,007 04E, 486  ,X
  ,ERDING (GER-AFB),ETSE ,      ,10869 ,48 19N ,011 56E, 467  ,X
  ,FUERSTENFELDBRUC,ETSF ,      ,10858 ,48 12N ,011 16E, 535  ,Z
  ,HOLZDORF        ,ETSH ,      ,10476 ,51 46N ,013 10E,  79  ,X
  ,INGOLSTADT(GER-M,ETSI ,      ,10860 ,48 43N ,011 31E, 370  ,X
  ,LECHFELD (GER-AF,ETSL ,      ,10856 ,48 10N ,010 52E, 562  ,X
  ,MEMMINGEN (GER-A,ETSM ,      ,10947 ,47 58N ,010 13E, 644  ,Z
  ,NEUBURG/DONAU   ,ETSN ,      ,10853 ,48 43N ,011 13E, 387  ,X
  ,PFERDSFELD (GER-,ETSP ,      ,10626 ,49 51N ,007 35E, 396  ,Z
  ,LAARBRUCH (RAF) ,ETUL ,      ,10405 ,51 36N ,006 09E,  31  ,Z
  ,NORDHORN RANGE  ,ETUN ,      ,10308 ,52 27N ,007 10E,  26  ,Z
  ,GUETERSLOH (RAF),ETUO ,      ,10320 ,51 47N ,008 18E,  72  ,X
  ,BRUGGEN (RAF)   ,ETUR ,      ,10401 ,51 12N ,006 07E,  76  ,Z
  ,MEPPEN          ,ETWM ,      ,      ,52 43N ,007 20E,  21  ,X
  ,MUENSTER/OSNABRU,EDLG ,      ,      ,52 07N ,007 42E,  52  ,Z
  ,MUNICH-RIEM EDDM,     ,      ,10866 ,48 07N ,011 41E, 529  ,Z
  ,HANNOVER        ,EDVV ,      ,      ,52 28N ,009 41E,  54  ,Z
  ,ESSEN           ,EDLE ,      ,      ,51 24N ,006 58E, 161  ,Z
  ,BERGEN/HOHNE    ,EDZB ,      ,      ,52 49N ,009 55E,  70  ,Z
  ,IDAR/OBERSTEIN  ,EDZJ ,      ,      ,49 42N ,007 19E, 377  ,Z
  ,GAERMERSDORF    ,EDZH ,      ,      ,49 25N ,011 54E, 419  ,Z
  ,MENDIG (GER-ARM ,EDPN ,      ,      ,50 22N ,007 19E, 191  ,Z
  ,GRAFENWOHR (USA ,EDIC ,      ,      ,49 42N ,011 56E, 415  ,Z
  ,KIEL/HOLTENAU(G ,EDCK ,      ,      ,54 22N ,010 09E,  31  ,Z
  ,NORVENICH (GER- ,EDNN ,      ,      ,50 49N ,006 40E, 135  ,Z
  ,BERLIN/SCHONEFE ,ETBS ,      ,      ,52 22N ,013 31E,  48  ,Z
  ,SCHLESWIG       ,     ,      ,10035 ,54 32N ,009 33E,  48  , 
  ,GREIFSWALD      ,     ,      ,10184 ,54 06N ,013 23E,   2  , 
  ,LINDENBERG      ,     ,      ,10393 ,52 13N ,014 07E, 115  , 
  ,OPIN            ,     ,      ,10468 ,51 32N ,012 04E, 106  , 
  ,WAHNSDORF       ,     ,      ,10486 ,51 07N ,013 41E, 246  , 
  ,MEININGEN       ,     ,      ,10548 ,50 34N ,010 22E, 450  , 
  ,CHEMNITZ        ,     ,      ,10577 ,50 48N ,012 52E, 419  , 
  ,STUTTGART/SCHNAR,     ,      ,10739 ,48 50N ,009 12E, 315  , 
  ,MUENCHEN/OBERSCH,     ,      ,10868 ,48 15N ,011 35E, 484  , 
  ,HOHENPEISSENBERG,     ,      ,10962 ,47 48N ,011 01E, 986  , 
  ,FURSTENZELL     ,     ,      ,10895 ,48 33N ,013 21E, 480  ,X
!   ,		   ,	 ,	,      ,       ,       ,      ,
! ES,ONIA            ,3-FEB,-10	,      ,       ,       ,      ,
  ,KARDLA          ,EEKA ,      ,26116 ,58 59N ,022 50E,   4  ,X
  ,KURESSAARE      ,EEKE ,      ,      ,58 14N ,022 31E,   4  ,X
  ,PARNU           ,EEPU ,      ,      ,58 25N ,024 28E,  14  ,X
  ,TALLINN         ,EETN ,      ,26038 ,59 24N ,024 49E,  40  ,X
  ,TARTU           ,EETU ,      ,      ,58 19N ,026 41E,  67  ,X
!   ,		   ,	 ,	,      ,       ,       ,      ,
! FI,LAND            ,0-APR,-13	,      ,       ,       ,      ,
  ,ENONTEKIO       ,EFET ,      ,      ,68 22N ,023 26E, 306  ,X
  ,HALLI (FIN-AFB) ,EFHA ,      ,02945 ,61 51N ,024 48E, 145  ,X
  ,HELSINKI/MALMI  ,EFHF ,      ,02975 ,60 15N ,025 03E,  28  ,X
  ,HELSINKI/VANTAA ,EFHK ,      ,02974 ,60 19N ,024 58E,  56  ,X
  ,HAILUOTO ISLAND ,EFHL ,      ,02874 ,65 01N ,024 48E,   6  ,X
  ,AHTARI          ,EFHT ,      ,02924 ,62 31N ,024 13E, 161  ,X
  ,ILMAJOKI        ,EFIL ,      ,      ,62 42N ,022 49E,  92  ,X
  ,IVALO           ,EFIV ,      ,02807 ,68 37N ,027 25E, 148  ,X
  ,JOENSUU         ,EFJO ,      ,02929 ,62 40N ,029 37E, 117  ,X
  ,JYVASKYLA (MIL/C,EFJY ,      ,02935 ,62 24N ,025 41E, 145  ,X
  ,KAUHAVA (FIN-AFB,EFKA ,      ,02913 ,63 06N ,023 03E,  44  ,X
  ,KEMI            ,EFKE ,      ,02864 ,65 46N ,024 34E,  15  ,X
  ,KAJAANI         ,EFKI ,      ,02897 ,64 16N ,027 40E, 136  ,X
  ,KRUUNUPYY       ,EFKK ,      ,02903 ,63 43N ,023 08E,  25  ,X
  ,KUUSAMO         ,EFKS ,      ,02869 ,66 00N ,029 14E, 263  ,X
  ,KITTILA         ,EFKT ,      ,      ,67 42N ,024 51E, 643  ,X
  ,KUOPIO (MIL/CIV),EFKU ,      ,02917 ,63 01N ,027 48E, 102  ,X
  ,LAPPEENRANTA    ,EFLP ,      ,02958 ,61 04N ,028 08E, 106  ,X
  ,LUOSTO FELL     ,     ,      ,05841 ,67 08N ,026 54E, 525  , 
  ,MARIEHAMN/ALAND ,EFMA ,      ,02970 ,60 07N ,019 53E,   6  ,X
  ,MIKKELI         ,EFMI ,      ,02947 ,61 41N ,027 12E, 138  ,X
  ,OULU/ULEABORG   ,EFOU ,      ,02875 ,64 55N ,025 22E,  15  ,X
  ,PELLO           ,EFPE ,      ,02844 ,66 47N ,024 00E,  84  ,X
  ,PORI (MIL/CIV)  ,EFPO ,      ,02952 ,61 28N ,021 48E,  17  ,X
  ,PUDASJARVI      ,EFPU ,      ,02867 ,65 22N ,027 01E, 117  ,X
  ,ROVANIEMI (CIV/M,EFRO ,      ,02845 ,66 34N ,025 49E, 201  ,X
  ,SAVONLINNA (AUT),EFSA ,      ,02948 ,61 57N ,028 56E,  95  ,X
  ,SEINAJOKI-ILMAJO,EFSI , SJY  ,      ,62 42N ,022 50E,  91  ,X
  ,SODANKYLA       ,EFSO ,      ,02836 ,67 22N ,026 38E, 179  ,X
  ,SUOMUSSALMI     ,EFSU ,      ,02879 ,64 54N ,029 01E, 224  ,X
  ,TAMPERE/PIRKKALA,EFTP ,      ,02944 ,61 25N ,023 37E, 112  ,X
  ,TURKU/ABO       ,EFTU ,      ,02972 ,60 31N ,022 16E,  59  ,X
  ,UTTI (FIN-AFB)  ,EFUT ,      ,02966 ,60 53N ,026 55E, 100  ,X
  ,VAASA           ,EFVA ,      ,02911 ,63 02N ,021 46E,   4  ,X
  ,VIITASAARI      ,EFVI ,      ,02915 ,63 04N ,025 52E, 132  ,X
  ,VARKAUS         ,EFVR ,      ,      ,62 10N ,027 52E,  87  ,X
  ,YLIVIESKA       ,EFYL ,      ,      ,64 02N ,024 43E,  77  ,X
  ,JOKIOINEN       ,     ,      ,02963 ,60 49N ,023 30E, 103  , 
!   ,		   ,	 ,	,      ,       ,       ,      ,
! UN,TED KINGDOM     ,0-APR,-13	,      ,       ,       ,      ,
  ,BELFAST/ALDERGRO,EGAA ,      ,03917 ,54 38N ,006 13W,  81  ,X
  ,BELFAST HARBOUR ,EGAC ,      ,03924 ,54 37N ,005 52W,   5  ,X
  ,EGLINTON/LONDOND,EGAE ,      ,      ,55 02N ,007 09W,   9  ,X
  ,BIRMINGHAM AIRPO,EGBB ,      ,03534 ,52 28N ,001 45W,  99  ,X
  ,CAMPBELTOWN     ,EGEC , CAL  ,      ,55 26N ,005 41W,  13  ,X
  ,COVENTRY AIRPORT,EGBE ,      ,      ,52 22N ,001 28W,  82  ,X
  ,STAVERTON (PRIVA,EGBJ ,      ,      ,51 54N ,002 10W,  29  ,X
  ,KEMBLE RAF      ,EGBP ,      ,      ,51 40N ,002 02W, 133  ,X
  ,MANCHESTER INTL ,EGCC ,      ,03334 ,53 21N ,002 16W,  78  ,X
  ,STRUBBY HELIPORT,EGCG ,      ,      ,53 19N ,000 10E,  14  ,X
  ,DONCASTER SHEFFI,EGCN ,      ,      ,53 29N ,001 00W,  17  ,X
  ,PLYMOUTH/MOUNTBA,EGDB ,      ,03827 ,50 21N ,004 07W,  27  ,X
  ,CHIVENOR RAF    ,EGDC ,      ,03707 ,51 05N ,004 09W,   8  ,X
  ,NEWQUAY         ,EGHQ ,      ,      ,50 26N ,005 00W, 119  ,X
  ,LYNEHAM RAF     ,EGDL ,      ,03740 ,51 30N ,001 58W, 156  ,X
  ,BOSCOMBE DOWN   ,EGDM ,      ,03746 ,51 10N ,001 45W, 124  ,X
  ,NETHERAVON (ARMY,EGDN ,      ,03745 ,51 15N ,001 46W, 139  ,X
  ,PORTLAND HELIPOR,EGDP ,      ,03858 ,50 34N ,002 27W,   3  ,X
  ,CULDROSE (NAVY) ,EGDR ,      ,03809 ,50 05N ,005 15W,  82  ,X
  ,ST ATHAN RAF    ,EGDX ,      ,      ,51 24N ,003 26W,  50  ,X
  ,YEOVILTON (NAVY),EGDY ,      ,03853 ,51 00N ,002 37W,  23  ,X
  ,OBAN AIRPORT    ,EGEO ,      ,      ,56 28N ,005 24W,   6  ,X
  ,CARDIFF-WALES AR,EGFF ,      ,03715 ,51 23N ,003 21W,  67  ,X
  ,SWANSEA         ,EGFH ,      ,      ,51 36N ,004 04W,  90  ,X
  ,BRISTOL/LULSGATE,EGGD ,      ,      ,51 22N ,002 43W, 189  ,X
  ,LIVERPOOL AIRPOR,EGGP ,      ,      ,53 19N ,002 51W,  26  ,X
  ,LUTON AIRPORT   ,EGGW ,      ,      ,51 52N ,000 22W, 160  ,X
  ,PLYMOUTH/ROBOROU,EGHD ,      ,      ,50 25N ,004 07W,  25  ,X
  ,SCILLY SAINT MAR,EGHE ,      ,03803 ,49 55N ,006 17W,  31  ,X
  ,BOURNEMOUTH AIRP,EGHH ,      ,03862 ,50 47N ,001 50W,  11  ,X
  ,SOUTHAMPTON WX C,EGHI ,      ,03865 ,50 57N ,001 21W,  14  ,X
  ,PENZANCE HELIPOR,EGHK ,      ,      ,50 07N ,005 31W,   4  ,X
  ,ALDERNEY/CHANNEL,EGJA ,      ,      ,49 43N ,002 12W,  71  ,X
  ,GUERNSEY AIRPORT,EGJB ,      ,03894 ,49 25N ,002 36W, 102  ,X
  ,JERSEY AIRPORT  ,EGJJ ,      ,03895 ,49 13N ,002 12W,  84  ,X
  ,SHOREHAM-BY-SEA ,EGKA ,      ,03876 ,50 50N ,000 18W,   2  ,X
  ,BIGGIN HILL     ,EGKB ,      ,      ,51 19N ,000 01E, 183  ,X
  ,LONDON/GATWICK A,EGKK ,      ,03776 ,51 08N ,000 10W,  62  ,X
  ,WEST MALLING    ,EGKM ,      ,      ,51 16N ,000 25E, 104  ,X
  ,LONDON CITY AIRP,EGLC ,      ,      ,51 30N ,000 03E,   5  ,X
  ,FARNBOROUGH     ,EGLF ,      ,03768 ,51 17N ,000 46W,  65  ,X
  ,LONDON/HEATHROW ,EGLL ,      ,03772 ,51 29N ,000 27W,  24  ,X
  ,SOUTHEND-ON-SEA ,EGMC ,      ,      ,51 34N ,000 42E,  15  ,X
  ,LYDD AIRPORT    ,EGMD ,      ,      ,50 57N ,000 55E,   3  ,X
  ,MANSTON SOUTHEAS,EGMH ,      ,      ,51 21N ,001 20E,  55  ,X
  ,CARLISLE        ,EGNC ,      ,03222 ,54 56N ,002 49W,  26  ,X
  ,BLACKPOOL AIRPOR,EGNH ,      ,03318 ,53 46N ,003 01W,  10  ,X
  ,HUMBERSIDE      ,EGNJ ,      ,      ,53 34N ,000 21W,  31  ,X
  ,WALNEY ISL/BARRO,EGNL ,      ,03214 ,54 07N ,003 15W,  15  ,X
  ,LEEDS AND BRADFO,EGNM ,      ,      ,53 52N ,001 38W, 208  ,X
  ,WHARTON         ,EGNO ,      ,      ,53 45N ,002 53W,  17  ,X
  ,HAWARDEN (AUT)  ,EGNR ,      ,03321 ,53 10N ,002 58W,  10  ,X
  ,ISLE OF MAN/RONA,EGNS ,      ,03204 ,54 05N ,004 38W,  17  ,X
  ,NEWCASTLE       ,EGNT ,      ,      ,55 01N ,001 42W,  81  ,X
  ,TEES-SIDE       ,EGNV ,      ,      ,54 31N ,001 25W,  37  ,X
  ,EAST MIDLANDS   ,EGNX ,      ,      ,52 49N ,001 19W,  94  ,X
  ,LLANBEDR        ,EGOD ,      ,      ,52 48N ,004 07W,   9  ,X
  ,TERNHILL RAF    ,EGOE ,      ,      ,52 52N ,002 31W,  83  ,X
  ,SPADEADAM       ,EGOM ,      ,03165 ,55 03N ,002 33W, 325  ,X
  ,PEMBRY SANDS    ,EGOP ,      ,03605 ,51 43N ,004 19W,   6  ,X
  ,SHAWBURY RAF    ,EGOS ,      ,03414 ,52 48N ,002 40W,  76  ,X
  ,VALLEY RAF      ,EGOV ,      ,03302 ,53 15N ,004 32W,  11  ,X
  ,WOODVALE RAF    ,EGOW ,      ,      ,53 35N ,003 03W,  12  ,X
  ,WEST FREUGH (AUT,EGOY ,      ,03132 ,54 51N ,004 57W,  12  ,X
  ,KIRKWALL AIRPORT,EGPA ,      ,03017 ,58 57N ,002 53W,  21  ,X
  ,TAIN RANGE (SAWS,EGQA ,      ,03062 ,57 50N ,003 57W,   4  ,X
  ,SUMBURGH (CAPE) ,EGPB ,      ,03003 ,59 52N ,001 18W,   5  ,X
  ,WICK            ,EGPC ,      ,03075 ,58 27N ,003 04W,  39  ,X
  ,ABERDEEN/DYCE   ,EGPD ,      ,03091 ,57 12N ,002 13W,  65  ,X
  ,INVERNESS/DALCRO,EGPE ,      ,03059 ,57 31N ,004 02W,   9  ,X
  ,GLASGOW AIRPORT ,EGPF ,      ,03140 ,55 52N ,004 25W,   8  ,X
  ,EDINBURGH AIRPOR,EGPH ,      ,03160 ,55 57N ,003 21W,  41  ,X
  ,ISLAY/PORT ELLEN,EGPI ,      ,      ,55 41N ,006 15W,  18  ,X
  ,PRESTWICK(CIV/NA,EGPK ,      ,03135 ,55 30N ,004 34W,  20  ,X
  ,BENBECULA ISLAND,EGPL ,      ,03022 ,57 28N ,007 22W,   6  ,X
  ,SCATSA/SHETLAND ,EGPM ,      ,      ,60 25N ,001 18W,  22  ,X
  ,DUNDEE/RIVERSIDE,EGPN ,      ,      ,56 27N ,003 01W,   4  ,X
  ,STORNOWAY       ,EGPO ,      ,03026 ,58 13N ,006 19W,  13  ,X
  ,PERTH/SCONE     ,EGPT ,      ,      ,56 27N ,003 22W, 121  ,X
  ,TIREE ISLAND    ,EGPU ,      ,03100 ,56 30N ,006 52W,  12  ,X
  ,UNST ISLAND     ,EGPW ,      ,      ,60 45N ,000 51W, 285  ,X
  ,MACHRIHANISH RAF,EGQJ ,      ,03111 ,55 25N ,005 42W,  13  ,X
  ,KINLOSS RAF     ,EGQK ,      ,03066 ,57 39N ,003 34W,   7  ,X
  ,LEUCHARS RAF    ,EGQL ,      ,03171 ,56 23N ,002 52W,  12  ,X
  ,BOULMER         ,EGQM ,      ,03240 ,55 25N ,001 36W,  23  ,X
  ,LOSSIEMOUTH RAF ,EGQS ,      ,03068 ,57 43N ,003 19W,  13  ,X
  ,LONDON WEA CENTE,EGRB ,      ,03779 ,51 30N ,000 07W,  39  ,X
  ,UK MET EXETER   ,EGRR ,      ,03763 ,50 44N ,003 29W,  27  ,X
  ,CAMBRIDGE       ,EGSC ,      ,      ,52 12N ,000 10E,  15  ,X
  ,GREAT YARMOUTH  ,EGSD ,      ,      ,52 38N ,001 43E,   2  ,X
  ,NORWICH WEA CNTR,EGSH ,      ,03492 ,52 41N ,001 17E,  36  ,X
  ,STANSTED AIRPORT,EGSS ,      ,03683 ,51 53N ,000 13E, 106  ,X
  ,YORKSHIRE/HUMBER,EGSY ,      ,      ,53 24N ,001 23W,  70  ,X
  ,CRANFIELD       ,EGTC ,      ,      ,52 04N ,000 37W, 111  ,X
  ,EXETER AIRPORT  ,EGTE ,      ,03839 ,50 43N ,003 25W,  30  ,X
  ,FILTON (PRIVATE),EGTG ,      ,      ,51 31N ,002 34W,  69  ,X
  ,HATFIELD        ,EGTH ,      ,      ,51 46N ,000 15W,  77  ,Z
  ,BENSON RAF      ,EGUB ,      ,03658 ,51 37N ,001 04W,  63  ,X
  ,ABERPORTH       ,EGUC ,      ,03502 ,52 07N ,004 34W, 134  ,X
  ,FARNBOROUGH (MIL,EGUF ,      ,03766 ,51 16N ,000 46W,  72  ,X
  ,HIGH WYCOMBE RAF,EGUH ,      ,      ,51 37N ,000 46W,  75  ,X
  ,LAKENHEATH RAF  ,EGUL ,      ,03583 ,52 25N ,000 34E,  10  ,X
  ,MANSTON RAF     ,EGUM ,      ,03797 ,51 21N ,001 20E,  55  ,X
  ,MILDENHALL RAF  ,EGUN ,      ,03577 ,52 22N ,000 28E,  10  ,X
  ,COLERNE RAF     ,EGUO ,      ,      ,51 26N ,002 17W,  13  ,X
  ,LEE-ON-SOLENT(NA,EGUS ,      ,03867 ,50 49N ,001 13W,  10  ,X
